match_id,team,name,battingStyle,bowlingStyle,playingRole,team1,team2,matchDate,stage,image,description
"T20I # 1842",India,"Arshdeep Singh","Left hand Bat","Left arm Medium fast",Bowler,India,Pakistan,"2022-10-23 00:00:00","Super 12",,
"T20I # 1836",U.A.E.,"Aryan Lakra","Left hand Bat","Slow Left arm Orthodox",Bowler,Namibia,U.A.E.,"2022-10-20 00:00:00",Qualifier,,
"T20I # 1832",U.A.E.,"Aryan Lakra","Left hand Bat","Slow Left arm Orthodox",Bowler,"Sri Lanka",U.A.E.,"2022-10-18 00:00:00",Qualifier,,
"T20I # 1825",U.A.E.,"Aryan Lakra","Left hand Bat","Slow Left arm Orthodox",Bowler,Netherlands,U.A.E.,"2022-10-16 00:00:00",Qualifier,,
"T20I # 1864",Australia,"Ashton Agar","Left hand Bat","Slow Left arm Orthodox",Bowler,Australia,Afghanistan,"2022-11-04 00:00:00","Super 12",,"Ashton Agar initially turned almost as many heads as he has turned cricket balls. At the age of 19 he had a place in the squads of Western Australia, Perth Scorchers, and the national team, having sensationally been upgraded from an internship on the 2013 tour of India to a more expansive role in Michael Clarke's squad."
"T20I # 1855",Australia,"Ashton Agar","Left hand Bat","Slow Left arm Orthodox",Bowler,Australia,Ireland,"2022-10-31 00:00:00","Super 12",,"Ashton Agar initially turned almost as many heads as he has turned cricket balls. At the age of 19 he had a place in the squads of Western Australia, Perth Scorchers, and the national team, having sensationally been upgraded from an internship on the 2013 tour of India to a more expansive role in Michael Clarke's squad."
"T20I # 1849b",Australia,"Ashton Agar","Left hand Bat","Slow Left arm Orthodox",Bowler,Australia,England,"2022-10-28 00:00:00","Super 12",,"Ashton Agar initially turned almost as many heads as he has turned cricket balls. At the age of 19 he had a place in the squads of Western Australia, Perth Scorchers, and the national team, having sensationally been upgraded from an internship on the 2013 tour of India to a more expansive role in Michael Clarke's squad."
"T20I # 1845",Australia,"Ashton Agar","Left hand Bat","Slow Left arm Orthodox",Bowler,Australia,"Sri Lanka","2022-10-25 00:00:00","Super 12",,"Ashton Agar initially turned almost as many heads as he has turned cricket balls. At the age of 19 he had a place in the squads of Western Australia, Perth Scorchers, and the national team, having sensationally been upgraded from an internship on the 2013 tour of India to a more expansive role in Michael Clarke's squad."
"T20I # 1839",Australia,"Ashton Agar","Left hand Bat","Slow Left arm Orthodox",Bowler,Australia,"New Zealand","2022-10-22 00:00:00","Super 12",,"Ashton Agar initially turned almost as many heads as he has turned cricket balls. At the age of 19 he had a place in the squads of Western Australia, Perth Scorchers, and the national team, having sensationally been upgraded from an internship on the 2013 tour of India to a more expansive role in Michael Clarke's squad."
"T20I # 1879",Pakistan,"Asif Ali","Right hand Bat","Right arm Offbreak","Middle order Batter",England,Pakistan,"2022-11-13 00:00:00","Super 12",,"Where was Asif Ali in the years Pakistan had been crying out for a power hitter? It took the exposure of the PSL for Asif Ali to come to prominence in an Islamabad United side that owed much to him for their title-winning campaign in 2018. A six in a Super Over against Mustafizur Rahman got their campaign up and running, and it wasn't until he smashed three sixes in arrow in a nerve-wracking chase that his side were assured victory."
"T20I # 1877",Pakistan,"Asif Ali","Right hand Bat","Right arm Offbreak","Middle order Batter","New Zealand",Pakistan,"2022-11-09 00:00:00","Super 12",,"Where was Asif Ali in the years Pakistan had been crying out for a power hitter? It took the exposure of the PSL for Asif Ali to come to prominence in an Islamabad United side that owed much to him for their title-winning campaign in 2018. A six in a Super Over against Mustafizur Rahman got their campaign up and running, and it wasn't until he smashed three sixes in arrow in a nerve-wracking chase that his side were assured victory."
"T20I # 1872",Pakistan,"Asif Ali","Right hand Bat","Right arm Offbreak","Middle order Batter",Bangladesh,Pakistan,"2022-11-06 00:00:00","Super 12",,"Where was Asif Ali in the years Pakistan had been crying out for a power hitter? It took the exposure of the PSL for Asif Ali to come to prominence in an Islamabad United side that owed much to him for their title-winning campaign in 2018. A six in a Super Over against Mustafizur Rahman got their campaign up and running, and it wasn't until he smashed three sixes in arrow in a nerve-wracking chase that his side were assured victory."
"T20I # 1861",Pakistan,"Asif Ali","Right hand Bat","Right arm Offbreak","Middle order Batter",Pakistan,"South Africa","2022-11-03 00:00:00","Super 12",,"Where was Asif Ali in the years Pakistan had been crying out for a power hitter? It took the exposure of the PSL for Asif Ali to come to prominence in an Islamabad United side that owed much to him for their title-winning campaign in 2018. A six in a Super Over against Mustafizur Rahman got their campaign up and running, and it wasn't until he smashed three sixes in arrow in a nerve-wracking chase that his side were assured victory."
"T20I # 1852",Pakistan,"Asif Ali","Right hand Bat","Right arm Offbreak","Middle order Batter",Netherlands,Pakistan,"2022-10-30 00:00:00","Super 12",,"Where was Asif Ali in the years Pakistan had been crying out for a power hitter? It took the exposure of the PSL for Asif Ali to come to prominence in an Islamabad United side that owed much to him for their title-winning campaign in 2018. A six in a Super Over against Mustafizur Rahman got their campaign up and running, and it wasn't until he smashed three sixes in arrow in a nerve-wracking chase that his side were assured victory."
"T20I # 1849",Pakistan,"Asif Ali","Right hand Bat","Right arm Offbreak","Middle order Batter",Pakistan,Zimbabwe,"2022-10-27 00:00:00","Super 12",,"Where was Asif Ali in the years Pakistan had been crying out for a power hitter? It took the exposure of the PSL for Asif Ali to come to prominence in an Islamabad United side that owed much to him for their title-winning campaign in 2018. A six in a Super Over against Mustafizur Rahman got their campaign up and running, and it wasn't until he smashed three sixes in arrow in a nerve-wracking chase that his side were assured victory."
"T20I # 1842",Pakistan,"Asif Ali","Right hand Bat","Right arm Offbreak","Middle order Batter",India,Pakistan,"2022-10-23 00:00:00","Super 12",,"Where was Asif Ali in the years Pakistan had been crying out for a power hitter? It took the exposure of the PSL for Asif Ali to come to prominence in an Islamabad United side that owed much to him for their title-winning campaign in 2018. A six in a Super Over against Mustafizur Rahman got their campaign up and running, and it wasn't until he smashed three sixes in arrow in a nerve-wracking chase that his side were assured victory."
"T20I # 1878",India,"Axar Patel","Left hand Bat","Slow Left arm Orthodox","Bowling Allrounder",England,India,"2022-11-10 00:00:00","Super 12",,"Left-arm spinner Axar Patel has been increasingly handy with the bat in the lower order across formats - enough to be classified as a bowling allrounder. He played just one first-class game in his debut season for Gujarat, but had a more successful showing in 2013, when he was one of the key contributors to India Under-23s' title win in the ACC Emerging Teams Cup, with seven wickets, including a four-for in the semi-final against UAE. He was consistent for Gujarat with bat and ball in the Ranji Trophy that season, finishing with 369 runs at an average of 46.12 and 29 wickets at 23.58."
"T20I # 1873",India,"Axar Patel","Left hand Bat","Slow Left arm Orthodox","Bowling Allrounder",India,Zimbabwe,"2022-11-06 00:00:00","Super 12",,"Left-arm spinner Axar Patel has been increasingly handy with the bat in the lower order across formats - enough to be classified as a bowling allrounder. He played just one first-class game in his debut season for Gujarat, but had a more successful showing in 2013, when he was one of the key contributors to India Under-23s' title win in the ACC Emerging Teams Cup, with seven wickets, including a four-for in the semi-final against UAE. He was consistent for Gujarat with bat and ball in the Ranji Trophy that season, finishing with 369 runs at an average of 46.12 and 29 wickets at 23.58."
"T20I # 1860",India,"Axar Patel","Left hand Bat","Slow Left arm Orthodox","Bowling Allrounder",Bangladesh,India,"2022-11-02 00:00:00","Super 12",,"Left-arm spinner Axar Patel has been increasingly handy with the bat in the lower order across formats - enough to be classified as a bowling allrounder. He played just one first-class game in his debut season for Gujarat, but had a more successful showing in 2013, when he was one of the key contributors to India Under-23s' title win in the ACC Emerging Teams Cup, with seven wickets, including a four-for in the semi-final against UAE. He was consistent for Gujarat with bat and ball in the Ranji Trophy that season, finishing with 369 runs at an average of 46.12 and 29 wickets at 23.58."
"T20I # 1853",India,"Axar Patel","Left hand Bat","Slow Left arm Orthodox","Bowling Allrounder",India,"South Africa","2022-10-30 00:00:00","Super 12",,"Left-arm spinner Axar Patel has been increasingly handy with the bat in the lower order across formats - enough to be classified as a bowling allrounder. He played just one first-class game in his debut season for Gujarat, but had a more successful showing in 2013, when he was one of the key contributors to India Under-23s' title win in the ACC Emerging Teams Cup, with seven wickets, including a four-for in the semi-final against UAE. He was consistent for Gujarat with bat and ball in the Ranji Trophy that season, finishing with 369 runs at an average of 46.12 and 29 wickets at 23.58."
"T20I # 1848",India,"Axar Patel","Left hand Bat","Slow Left arm Orthodox","Bowling Allrounder",India,Netherlands,"2022-10-27 00:00:00","Super 12",,"Left-arm spinner Axar Patel has been increasingly handy with the bat in the lower order across formats - enough to be classified as a bowling allrounder. He played just one first-class game in his debut season for Gujarat, but had a more successful showing in 2013, when he was one of the key contributors to India Under-23s' title win in the ACC Emerging Teams Cup, with seven wickets, including a four-for in the semi-final against UAE. He was consistent for Gujarat with bat and ball in the Ranji Trophy that season, finishing with 369 runs at an average of 46.12 and 29 wickets at 23.58."
"T20I # 1842",India,"Axar Patel","Left hand Bat","Slow Left arm Orthodox","Bowling Allrounder",India,Pakistan,"2022-10-23 00:00:00","Super 12",,"Left-arm spinner Axar Patel has been increasingly handy with the bat in the lower order across formats - enough to be classified as a bowling allrounder. He played just one first-class game in his debut season for Gujarat, but had a more successful showing in 2013, when he was one of the key contributors to India Under-23s' title win in the ACC Emerging Teams Cup, with seven wickets, including a four-for in the semi-final against UAE. He was consistent for Gujarat with bat and ball in the Ranji Trophy that season, finishing with 369 runs at an average of 46.12 and 29 wickets at 23.58."
"T20I # 1864",Afghanistan,"Azmatullah Omarzai","Right hand Bat","Right arm Medium fast",Allrounder,Australia,Afghanistan,"2022-11-04 00:00:00","Super 12",,
"T20I # 1856",Afghanistan,"Azmatullah Omarzai","Right hand Bat","Right arm Medium fast",Allrounder,Afghanistan,"Sri Lanka","2022-11-01 00:00:00","Super 12",,
